source,cluster,original_prediction,target_prediction,nearest_training_change,copy_feature,copy_crossed_boundary,copy_boundary_progress,copy_target_probability_after,exemplar_feature,exemplar_crossed_boundary,exemplar_boundary_progress,exemplar_target_probability_after,copy_minus_exemplar_target_probability
train:181,1,No Diabetes,Diabetes,180104,bmi,0,0.31164924840768266,0.30846523372101853,age,0,0.47583185617346685,0.3541493233116082,-0.04568408959058967
train:182,1,No Diabetes,Diabetes,180104,bmi,0,0.04996523616009723,0.09117213476525021,age,0,0.036226769088541576,0.0852600688301467,0.0059120659351035165
train:183,2,No Diabetes,Diabetes,180109,blood_pressure,0,0.6476076267005083,0.48819338266683754,blood_pressure,1,1.7697570620263412,0.5257900787856169,-0.03759669611877936
train:184,2,Diabetes,No Diabetes,180107,insulin,0,-0.005672065387443417,0.4495884852425935,insulin,0,0.24762647104412205,0.46228562911963844,-0.012697143877044959
train:185,1,No Diabetes,Diabetes,180104,bmi,0,0.10982987944873492,0.18620067534293427,age,0,0.26421287361911155,0.24062317076347106,-0.05442249542053679
train:186,1,No Diabetes,Diabetes,180104,bmi,0,0.2681729794002703,0.2959309151940812,age,0,0.6524059160080488,0.40307380759723843,-0.10714289240315722
train:187,2,No Diabetes,Diabetes,180109,insulin,0,-0.06058437400588322,0.35126317312552713,age,1,1.321166244777381,0.5450404977842083,-0.19377732465868114
train:188,2,Diabetes,No Diabetes,180108,insulin,0,0.031056743416785545,0.2625331196883207,age,0,0.6863316190153339,0.4231267142025391,-0.1605935945142184
train:189,1,No Diabetes,Diabetes,180104,bmi,0,0.05899264342732958,0.1134951422496161,age,0,0.051119615350374216,0.1102614123794996,0.0032337298701164974
train:190,1,No Diabetes,Diabetes,180104,bmi,0,0.13600470629172606,0.2195182364286522,age,0,0.4213684521201621,0.3121568506342415,-0.09263861420558928
train:191,2,No Diabetes,Diabetes,180110,insulin,0,0.3953586434554993,0.36076078906486253,age,0,0.585615358868919,0.404573860470814,-0.043813071405951476
train:192,1,No Diabetes,Diabetes,180104,bmi,0,0.13119590085134034,0.2046468993402455,age,0,0.24625940429630788,0.24376315414215854,-0.03911625480191305
train:193,1,No Diabetes,Diabetes,180103,bmi,0,0.1284958102743976,0.2141516987855301,age,0,0.1850032008549231,0.23268579396709366,-0.01853409518156357
train:194,1,No Diabetes,Diabetes,180104,bmi,0,0.06861936733083286,0.11889748261058053,age,0,0.05903919262011772,0.11497746476694037,0.003920017843640156
train:195,1,No Diabetes,Diabetes,180104,bmi,0,0.1372957128794181,0.21345748025178624,age,0,0.24294525111990145,0.24854839767229053,-0.0350909174205043
train:196,1,No Diabetes,Diabetes,180104,bmi,0,0.08703048081146154,0.16155493700680623,bmi,0,0.5187823125111016,0.3216087753944109,-0.16005383838760467
train:197,1,Diabetes,No Diabetes,180101,bmi,0,0.1817107141796219,0.31332206981686356,age,1,1.1875558299190878,0.5427874771548228,-0.22946540733795923
train:198,1,No Diabetes,Diabetes,180104,bmi,0,0.12529566759383864,0.20526909912862168,age,0,0.21955350975785412,0.23702920103502534,-0.03176010190640366
train:199,1,No Diabetes,Diabetes,180104,bmi,0,0.5078915159612165,0.4016149267808349,blood_pressure,0,-0.17413530549160555,0.2652603201393,0.13635460664153487
train:200,1,No Diabetes,Diabetes,180103,bmi,0,0.09238386351041318,0.34830451881222046,blood_pressure,0,0.6444960180531768,0.44058242748506515,-0.09227790867284469
train:201,1,No Diabetes,Diabetes,180104,bmi,0,0.10493952303274431,0.17022687571535822,bmi,0,0.6900083747174713,0.3857877099904242,-0.215560834275066
train:202,1,No Diabetes,Diabetes,180103,bmi,0,0.07179655830349106,0.2957486789595517,age,0,0.661302488251927,0.4254695564571328,-0.1297208774975811
train:203,1,No Diabetes,Diabetes,180104,bmi,0,0.16937654739074917,0.20302885677373095,bmi,0,0.6231666932143415,0.36527154082835966,-0.16224268405462872
train:204,2,No Diabetes,Diabetes,180109,insulin,0,0.5547416407969137,0.46573861479475953,age,0,0.8180961978811506,0.4860030112722732,-0.020264396477513658
train:205,2,No Diabetes,Diabetes,180110,insulin,0,-0.12135909601976325,0.412312780505255,blood_pressure,0,-0.4964243010307526,0.38298370556986916,0.029329074935385835
train:206,2,Diabetes,No Diabetes,180106,insulin,0,0.03546436373408911,0.38644879529661985,insulin,0,0.15483641407360488,0.4005020242435985,-0.014053228946978635
train:207,2,No Diabetes,Diabetes,180111,insulin,0,0.17023920892334027,0.30974654047006134,age,0,0.5004200657853348,0.38545275720638617,-0.07570621673632483
train:208,2,No Diabetes,Diabetes,180110,insulin,1,1.4017739476326252,0.5073607688105648,insulin,1,2.9915525765816264,0.5364865820113012,-0.029125813200736372
train:209,1,No Diabetes,Diabetes,180105,bmi,0,0.17501009775495052,0.25606775379469937,age,0,0.40814157912065346,0.32499985315246016,-0.06893209935776079
train:210,2,No Diabetes,Diabetes,180111,insulin,0,0.012393777940320492,0.3040804066064333,age,1,1.3391560523967292,0.5672811839357965,-0.2632007773293632
train:212,1,No Diabetes,Diabetes,180104,bmi,0,0.2295768308117199,0.2836550398809916,age,0,0.4731673679950056,0.3520584669324005,-0.0684034270514089
train:213,2,No Diabetes,Diabetes,180110,insulin,0,0.5468485873336949,0.46736750351824996,age,1,1.7496948338801606,0.553987284040524,-0.08661978052227404
train:214,1,No Diabetes,Diabetes,180104,bmi,0,0.0678392542443104,0.1253674130670126,age,0,0.06915007275255428,0.1258942270644685,-0.0005268139974559105
train:215,2,No Diabetes,Diabetes,180110,insulin,0,0.09677249771376492,0.2745269486230766,age,0,0.9281725322860047,0.4820696798124957,-0.20754273118941913
train:216,1,Diabetes,No Diabetes,180101,bmi,0,0.32065556898916,0.43493708543289844,age,0,0.35471108033540905,0.4381986869477044,-0.0032616015148059785
train:217,2,Diabetes,No Diabetes,180107,insulin,0,0.03478061024393956,0.3884268745193558,bmi,0,0.4789478292924875,0.4397697354183862,-0.051342860899030396
train:218,1,Diabetes,No Diabetes,180100,bmi,0,0.3708279379793295,0.4164319163372252,blood_pressure,0,0.008271319109759418,0.3682763104432216,0.048155605894003584
train:219,2,No Diabetes,Diabetes,180110,insulin,0,0.6716953315728595,0.48666408833908537,age,1,2.8514589455170105,0.5752072550765588,-0.08854316673747342
train:220,2,No Diabetes,Diabetes,180109,insulin,0,0.34381052918979377,0.3587811634584014,bmi,0,0.43227031853974474,0.3778186352381462,-0.019037471779744797
train:221,1,No Diabetes,Diabetes,180104,bmi,0,0.11377211072952025,0.17970746574931207,bmi,0,0.20591997006414978,0.21301071850110687,-0.0333032527517948
train:222,1,No Diabetes,Diabetes,180104,bmi,0,0.07012690702453696,0.11744967627524083,age,0,0.06738779269382436,0.11632280306872589,0.0011268732065149445
train:223,1,No Diabetes,Diabetes,180104,bmi,0,0.0863757228064243,0.14701940441176575,age,0,0.1146713806878059,0.15795148931893466,-0.010932084907168904
train:224,1,No Diabetes,Diabetes,180104,bmi,0,0.17200189597537902,0.2920849413039541,age,0,0.7235338786428516,0.4305777759996774,-0.13849283469572327
train:225,1,Diabetes,No Diabetes,180101,bmi,0,0.33375459608051405,0.37339413891537215,insulin,0,-0.04301026362043289,0.30179793846393627,0.07159620045143589
train:226,1,No Diabetes,Diabetes,180104,bmi,0,0.08130468102196246,0.13550842776422145,bmi,0,0.26275041057358406,0.20749686383604982,-0.07198843607182837
train:227,2,No Diabetes,Diabetes,180109,insulin,0,0.13547134597204158,0.22354087561151736,age,0,0.1707471004525405,0.23482136255707375,-0.01128048694555639
train:228,1,No Diabetes,Diabetes,180104,bmi,0,0.14181919401367157,0.2210744406409182,age,0,0.4411493667603161,0.3183626056569725,-0.0972881650160543
train:229,1,No Diabetes,Diabetes,180104,bmi,0,0.16480995601735382,0.23855156536113653,age,0,0.35964237825320694,0.29954203355153597,-0.06099046819039944
train:230,1,No Diabetes,Diabetes,180104,bmi,0,0.042367488618583436,0.08871908268065931,bmi,0,0.2267613050768856,0.16791194328183745,-0.07919286060117814
train:231,2,No Diabetes,Diabetes,180110,insulin,0,0.04224930094190959,0.2897471632720663,age,0,0.5411955699637233,0.39927970502831334,-0.10953254175624705
train:232,1,No Diabetes,Diabetes,180104,bmi,0,0.2268721863368109,0.307614966678736,age,0,0.8639485494165399,0.4661449731967501,-0.15853000651801408
train:233,1,No Diabetes,Diabetes,180104,bmi,0,0.0889501204955907,0.14614161099162404,age,0,0.08375589503606645,0.14412413610402142,0.0020174748876026216
train:234,1,Diabetes,No Diabetes,180101,bmi,0,0.08030236538268337,0.32028380387652644,age,0,0.8773063860961338,0.4760246968683138,-0.15574089299178734
train:235,1,Diabetes,No Diabetes,180100,bmi,0,0.4360560316612752,0.3817782411280099,age,1,2.1504931255667175,0.7411823310661535,-0.3594040899381436
train:236,1,No Diabetes,Diabetes,180104,bmi,0,0.23140191858254572,0.24907426082784734,bmi,1,1.101814911919888,0.5332397161142137,-0.2841654552863664
train:237,1,No Diabetes,Diabetes,180104,bmi,0,0.1391137968370424,0.19150260388425788,insulin,0,0.0647653254288956,0.1648599306130063,0.026642673271251582
train:238,1,No Diabetes,Diabetes,180104,bmi,0,0.10712885270183045,0.1899522622826756,age,0,0.28429101550277286,0.2514714724752717,-0.0615192101925961
train:239,1,No Diabetes,Diabetes,180104,bmi,0,0.056901928225643404,0.10711403518723617,age,0,0.06923073789065272,0.11225010366749177,-0.005136068480255607
train:240,1,No Diabetes,Diabetes,180104,bmi,0,0.18729026748207997,0.26486223573669376,age,0,0.5262969940550826,0.3629455741872274,-0.09808333845053363
train:241,1,Diabetes,No Diabetes,180101,bmi,0,0.7505163195719886,0.4851013903078851,age,0,-0.4567132404451296,0.41300832998176695,0.07209306032611817
train:242,2,No Diabetes,Diabetes,180111,insulin,0,0.3086988347133129,0.3343968902923239,age,0,0.24581841736759114,0.31933371207845584,0.015063178213868045
train:243,2,No Diabetes,Diabetes,180109,insulin,0,0.10444505270497019,0.17255876326953978,bmi,0,0.4416360901891924,0.29584572702508405,-0.12328696375554427
train:244,1,No Diabetes,Diabetes,180104,bmi,0,0.29907446817693434,0.29784432334754485,bmi,0,0.8858277096666515,0.4670712856653011,-0.16922696231775625
train:245,1,Diabetes,No Diabetes,180100,bmi,0,0.9291303999932758,0.49607199777837707,age,1,1.3235466283548807,0.5179328213346202,-0.02186082355624308
train:246,1,No Diabetes,Diabetes,180104,bmi,0,0.08042540225064172,0.13572213939977396,age,0,0.07241852886401298,0.13255031765250447,0.0031718217472694876
train:247,2,No Diabetes,Diabetes,180110,insulin,0,0.15129879310696137,0.2233959930915097,age,0,0.12978770221114141,0.21638521723019244,0.007010775861317264
train:248,2,No Diabetes,Diabetes,180110,insulin,0,0.23672556104619336,0.4374185427723706,insulin,0,0.6235699142977291,0.469136208281966,-0.03171766550959543
train:249,2,No Diabetes,Diabetes,180110,blood_pressure,0,0.4617292414893451,0.46641644713552044,blood_pressure,1,1.321751773424672,0.5200745953986903,-0.053658148263169836
train:250,1,Diabetes,No Diabetes,180102,bmi,0,0.03193565082837563,0.19205812590099855,age,0,0.5411629381380801,0.35404364404417354,-0.161985518143175
train:251,1,No Diabetes,Diabetes,180104,bmi,0,0.12029751409830211,0.19999599662803258,age,0,0.267011123519344,0.25002958284706955,-0.050033586219036974
train:252,1,No Diabetes,Diabetes,180104,bmi,0,0.8981117625447891,0.48787806201291883,bmi,1,1.4539434006483731,0.5540069579152671,-0.06612889590234827
train:253,1,No Diabetes,Diabetes,180104,bmi,0,0.08057397570675746,0.13276209716328813,age,0,0.06643312082103053,0.12711394521267905,0.005648151950609082
train:254,1,Diabetes,No Diabetes,180100,bmi,0,0.1311159538646453,0.2715976968449529,age,0,0.7161616051869146,0.4253878082035343,-0.1537901113585814
train:255,1,Diabetes,No Diabetes,180101,bmi,1,6.55956870989772,0.5410999992662783,insulin,1,1.1358004393715981,0.501003926428429,0.04009607283784933
train:256,1,No Diabetes,Diabetes,180104,bmi,0,0.09553026596502791,0.15034773626450892,age,0,0.11191560708882141,0.15668202408025922,-0.006334287815750295
train:257,1,No Diabetes,Diabetes,180104,bmi,0,0.3523308308862372,0.3299879207404959,bmi,0,0.3013972728065012,0.31661794649103514,0.013369974249460737
train:258,1,Diabetes,No Diabetes,180101,bmi,0,0.26131406847249167,0.4102278462279577,blood_pressure,0,0.02752395178825523,0.38181544332492584,0.028412402903031875
train:259,1,No Diabetes,Diabetes,180103,bmi,0,0.06503699705174537,0.28028487349861086,age,0,0.8148362366996252,0.45648674915614096,-0.1762018756575301
train:260,1,No Diabetes,Diabetes,180104,bmi,0,0.08815359566196873,0.15554658788021425,age,0,0.22214277042249572,0.2061615030828281,-0.05061491520261385
train:261,1,No Diabetes,Diabetes,180103,bmi,0,0.10717784507682822,0.27803964141748405,age,0,0.544132416343785,0.3866688827371386,-0.10862924131965457
train:262,1,No Diabetes,Diabetes,180104,bmi,0,0.08318678853703827,0.1540914801528639,age,0,0.17194622071798454,0.18757991970009846,-0.03348843954723457
train:263,2,No Diabetes,Diabetes,180109,insulin,1,1.3990335995760115,0.5132370905330136,bmi,1,8.128483970610182,0.7364722865000959,-0.2232351959670823
train:264,1,No Diabetes,Diabetes,180104,bmi,0,0.04056526314379006,0.07714475779119023,age,0,0.03128363328964955,0.07305403052304327,0.004090727268146965
train:265,2,No Diabetes,Diabetes,180111,insulin,0,0.336138263596304,0.35196778083733815,age,0,0.4975928203451348,0.3879699707796719,-0.03600218994233373
train:266,1,No Diabetes,Diabetes,180104,bmi,0,0.044010492759821045,0.09186421830252811,age,0,0.023892460492868115,0.08327532819097072,0.00858889011155739
train:267,1,No Diabetes,Diabetes,180104,bmi,0,0.12963065847157024,0.19546291709170327,age,0,0.18689764166394152,0.2155002956805877,-0.020037378588884436
train:268,1,No Diabetes,Diabetes,180103,bmi,0,0.12556498493375146,0.28296079398521456,age,0,0.4862860990198133,0.3724936041370087,-0.08953281015179415
train:269,1,No Diabetes,Diabetes,180104,bmi,0,0.18279228659004293,0.2700733564238821,age,0,0.6361456880408924,0.3976272502980073,-0.1275538938741252
train:270,2,No Diabetes,Diabetes,180110,insulin,0,0.12590133419954963,0.2581129646489495,age,0,0.5082112799397612,0.3639085950262555,-0.105795630377306
train:271,1,No Diabetes,Diabetes,180104,bmi,0,0.09028740088234141,0.1586920700963388,age,0,0.17115658847441614,0.18903274586230345,-0.030340675765964664
train:272,2,No Diabetes,Diabetes,180110,insulin,0,0.2914735463538608,0.40451064590409325,age,1,1.1360161155308952,0.5183311306893928,-0.1138204847852996
train:273,2,No Diabetes,Diabetes,180110,insulin,0,0.13969852492811358,0.19791076048442746,age,0,0.09864423549928839,0.1834948151074075,0.014415945377019956
dev:0,1,No Diabetes,Diabetes,180105,bmi,0,0.7987311000358246,0.48460151102253524,age,1,2.218810284306844,0.5932475744233718,-0.1086460634008366
dev:1,1,Diabetes,No Diabetes,180101,bmi,0,0.77654059834914,0.4678982418239466,age,1,1.4997624859222216,0.5717949406022528,-0.10389669877830615
dev:2,2,No Diabetes,Diabetes,180109,insulin,0,0.6304957398497119,0.4747512058325216,blood_pressure,0,-0.36919106627923565,0.4064410694632482,0.06831013636927341
dev:3,2,No Diabetes,Diabetes,180109,insulin,0,0.40755492175674235,0.47198083356585596,blood_pressure,0,0.2615981359108225,0.46507793636070716,0.006902897205148806
dev:4,1,No Diabetes,Diabetes,180103,bmi,0,0.14657497426808755,0.34180014800415315,age,0,0.7706886311457156,0.4574924293055491,-0.11569228130139597
dev:5,1,No Diabetes,Diabetes,180104,bmi,0,0.10240234593783609,0.16365584518504728,age,0,0.05539488212996903,0.14604139887617074,0.01761444630887654
dev:6,1,Diabetes,No Diabetes,180101,bmi,0,0.20910872239538725,0.36957548682779084,blood_pressure,0,0.114573093256942,0.35398577967467415,0.015589707153116694
dev:7,1,Diabetes,No Diabetes,180102,bmi,0,0.036904890952896154,0.2131053271845677,age,0,0.4597267064129196,0.3390589586235761,-0.1259536314390084
dev:8,2,No Diabetes,Diabetes,180111,insulin,0,0.07022518504738079,0.3321347570954266,age,1,1.0010894464602984,0.5001966929967864,-0.16806193590135976
dev:9,1,Diabetes,No Diabetes,180101,bmi,0,0.3434001186153297,0.3758957232857644,age,0,0.7228514149754021,0.44761600532988677,-0.07172028204412234
dev:10,1,No Diabetes,Diabetes,180104,bmi,0,0.09840151715042135,0.16977884491011275,age,0,0.10301800652256525,0.17146968898530612,-0.0016908440751933762
dev:11,1,No Diabetes,Diabetes,180104,bmi,0,0.08302048514932497,0.14296408189263643,age,0,0.12094837557994695,0.15773171733319236,-0.014767635440555926
dev:12,1,No Diabetes,Diabetes,180104,bmi,0,0.15108308650479899,0.23698637797451583,age,0,0.3099118894454598,0.28619512629760036,-0.04920874832308453
dev:13,1,No Diabetes,Diabetes,180104,bmi,0,0.36282381899327193,0.3528355019557632,bmi,0,0.9098795771185411,0.4791854636249433,-0.1263499616691801
dev:14,2,Diabetes,No Diabetes,180106,insulin,0,0.02450388554263596,0.3423062257531565,bmi,0,0.5608191374418466,0.42900424023492467,-0.08669801448176817
dev:15,1,No Diabetes,Diabetes,180104,bmi,0,0.13672189308543584,0.22037679576194125,age,0,0.3267750550914042,0.2819366496607303,-0.06155985389878904
dev:16,1,No Diabetes,Diabetes,180104,bmi,0,0.10589818795416069,0.1673020574342855,bmi,0,0.3601727202645852,0.2619183669046441,-0.0946163094703586
dev:17,1,No Diabetes,Diabetes,180104,bmi,0,0.07452405571632582,0.14614551560680666,age,0,0.15688700026060912,0.17763687684081542,-0.03149136123400875
dev:18,1,No Diabetes,Diabetes,180104,bmi,0,0.14239065086158567,0.22706459636497667,age,0,0.4613942633770598,0.32858795292634413,-0.10152335656136746
dev:19,1,No Diabetes,Diabetes,180104,bmi,0,0.44376953637705185,0.3769095556461377,bmi,0,0.5200795584043023,0.3937965029355881,-0.016886947289450394
dev:21,1,No Diabetes,Diabetes,180104,bmi,0,0.38655772182585657,0.41323245335682735,age,0,0.8640953639008195,0.4807771451833134,-0.06754469182648604
dev:22,1,No Diabetes,Diabetes,180104,bmi,0,0.1215899216290196,0.19634528091627446,age,0,0.4010728823210447,0.29295883534521516,-0.0966135544289407
dev:23,1,No Diabetes,Diabetes,180104,bmi,0,0.16910986473044068,0.2502926064922031,age,0,0.5051461787998894,0.35128159233811995,-0.10098898584591687
dev:24,1,No Diabetes,Diabetes,180103,bmi,0,0.3523155270967548,0.4761742197415292,insulin,1,1.4910240971095314,0.5180628573461161,-0.04188863760458694
dev:25,1,No Diabetes,Diabetes,180104,bmi,0,0.3218258994141229,0.3878268506564386,age,1,1.332673483902089,0.5550257409714608,-0.16719889031502222
dev:26,1,No Diabetes,Diabetes,180104,bmi,0,0.2604451479795258,0.27371647080003225,blood_pressure,0,-0.1636256948306181,0.14396240769069102,0.12975406310934123
dev:27,2,Diabetes,No Diabetes,180108,insulin,0,-0.006566115718134703,0.43443407933221306,insulin,1,2.072279210373896,0.5698463543956405,-0.1354122750634274
dev:28,1,Diabetes,No Diabetes,180101,bmi,0,0.08021999734946161,0.27155580017662606,age,0,0.7185451755455521,0.4300955424409749,-0.15853974226434886
dev:29,2,No Diabetes,Diabetes,180110,insulin,0,0.19630813210036405,0.3451829061874656,age,0,0.8565142370718168,0.47235999304301823,-0.12717708685555262
dev:30,1,No Diabetes,Diabetes,180104,bmi,0,0.08758480098205813,0.15470332785738816,age,0,0.13677615306296595,0.17331942521089028,-0.018616097353502115
dev:31,1,No Diabetes,Diabetes,180104,bmi,0,0.46260988596959185,0.4297185066229796,age,0,0.6902967908356994,0.4594960839891984,-0.029777577366218777
dev:32,1,No Diabetes,Diabetes,180103,bmi,1,2.5338134733848214,0.5319897723548839,insulin,1,3.1648749529623896,0.5451514203804895,-0.013161648025605599
dev:33,1,No Diabetes,Diabetes,180104,bmi,0,0.10613724883921354,0.1609114314651482,age,0,0.3951790423525161,0.27055999650703344,-0.10964856504188525
dev:34,1,No Diabetes,Diabetes,180104,bmi,0,0.13451336156192012,0.20129903191955667,bmi,0,0.5239504595357363,0.33570346175702515,-0.13440442983746848
dev:35,1,Diabetes,No Diabetes,180101,bmi,0,0.1278183608695621,0.328575629379696,age,0,0.7327787192080883,0.44747855513012674,-0.11890292575043077
dev:36,2,Diabetes,No Diabetes,180107,insulin,0,0.11633450457214754,0.4512633833048037,bmi,1,1.7449385558230774,0.5410854390541117,-0.08982205574930796
dev:37,1,No Diabetes,Diabetes,180104,bmi,0,0.039653032316263145,0.08347461765703479,bmi,0,0.2604909139244631,0.1792572734762371,-0.09578265581920231
dev:38,2,Diabetes,No Diabetes,180106,insulin,0,0.2946538143866245,0.48386842996659446,bmi,1,3.333562703744264,0.5533695807117156,-0.06950115074512114
dev:39,1,No Diabetes,Diabetes,180103,bmi,0,0.12338840813651845,0.20780130473063918,bmi,0,0.3592782146049122,0.28642984936451044,-0.07862854463387126
dev:40,1,No Diabetes,Diabetes,180104,bmi,0,0.15371366771659764,0.26060009537838047,age,0,0.5329016798947511,0.3678658876831912,-0.1072657923048107
dev:41,1,Diabetes,No Diabetes,180100,bmi,0,0.618794960454314,0.4717741752947596,blood_pressure,0,-0.09733341822619156,0.41874939338953127,0.05302478190522836
dev:42,1,Diabetes,No Diabetes,180101,bmi,0,0.15002837220964305,0.3581221969157352,insulin,0,0.1069961007410924,0.35093922287511287,0.0071829740406223475
dev:43,1,Diabetes,No Diabetes,180100,bmi,0,0.228935779678608,0.4003703430010104,age,0,0.8467518395214425,0.48019871592817415,-0.07982837292716377
dev:44,1,No Diabetes,Diabetes,180104,bmi,0,0.024699844809635944,0.05350329675320009,bmi,0,0.16370108979825299,0.11713867843988135,-0.06363538168668126
dev:45,2,No Diabetes,Diabetes,180110,insulin,0,0.4029629903867984,0.40692893474812497,age,0,0.7338306140702113,0.45850731548120915,-0.051578380733084184
dev:46,2,No Diabetes,Diabetes,180110,insulin,0,0.06266926597319743,0.28490692451818866,age,0,0.9211228435005016,0.481899739802779,-0.19699281528459034
dev:47,2,No Diabetes,Diabetes,180110,insulin,0,0.14353553735113309,0.20581039807189305,age,0,0.07665493941940628,0.18283737660945432,0.022973021462438736
dev:48,2,No Diabetes,Diabetes,180109,insulin,0,0.12507770298997792,0.21762685681128568,age,0,0.20743519213105666,0.24420698073014202,-0.026580123918856335
dev:49,1,No Diabetes,Diabetes,180103,bmi,0,0.26789642863781726,0.3218130647861752,age,0,0.3502263365194239,0.34185136884001854,-0.020038304053843325
dev:50,1,No Diabetes,Diabetes,180104,bmi,0,0.10184576961130527,0.16221653961243543,age,0,0.11733833217011759,0.16804307943636043,-0.005826539823925003
dev:51,2,No Diabetes,Diabetes,180110,insulin,0,0.16290128789332828,0.30882475884193494,age,0,0.4297797972658506,0.3697740383609498,-0.060949279519014854
dev:52,1,No Diabetes,Diabetes,180104,bmi,0,0.041428212709923265,0.0868720047068835,bmi,0,0.29065242715871425,0.19428336550314407,-0.10741136079626057
dev:53,1,No Diabetes,Diabetes,180104,bmi,0,0.11859961529179486,0.1754508057729831,age,0,0.09107753694853823,0.16531662781626044,0.010134177956722668
dev:54,1,No Diabetes,Diabetes,180104,bmi,0,0.12718904489858132,0.20080436914104982,age,0,0.12519088634147812,0.20011940946386608,0.0006849596771837385
dev:55,2,Diabetes,No Diabetes,180106,insulin,0,0.11642224440617724,0.44937463026207614,insulin,0,0.29543964512199217,0.4596315907201508,-0.010256960458074671
dev:56,1,No Diabetes,Diabetes,180105,bmi,0,0.5537488279097024,0.4612659526540882,bmi,1,1.926229816030167,0.5803955973476931,-0.11912964469360487
dev:57,1,No Diabetes,Diabetes,180104,bmi,0,0.06673196729002855,0.13673249591729975,age,0,0.10394525734386498,0.15121748685533587,-0.014484990938036124
test:0,1,Diabetes,No Diabetes,180101,bmi,1,1.7437605784409815,0.5262778441503012,blood_pressure,0,0.698563132032886,0.489349918149469,0.03692792600083222
test:1,2,No Diabetes,Diabetes,180109,insulin,0,0.603333419606547,0.45420880549841025,bmi,1,1.5922263686888853,0.568366618661708,-0.11415781316329776
test:2,1,No Diabetes,Diabetes,180104,bmi,0,0.29353800386155676,0.3416350125250973,age,0,0.8225049216253623,0.4602115810655044,-0.1185765685404071
test:3,1,No Diabetes,Diabetes,180104,bmi,0,0.38058181913525785,0.34754653813813075,age,0,0.6592972323104844,0.41614499218012313,-0.06859845404199238
test:4,1,No Diabetes,Diabetes,180104,bmi,0,0.1891280540222993,0.2699349889259134,age,0,0.47657685935890476,0.3514915317450896,-0.08155654281917624
test:5,1,No Diabetes,Diabetes,180103,bmi,1,3.6299242680122705,0.5382708253498945,blood_pressure,1,4.59901937440807,0.552373159023686,-0.014102333673791545
test:6,1,No Diabetes,Diabetes,180104,bmi,0,0.05740307140418536,0.1258467217449316,age,0,0.06509947438922714,0.12890172258385357,-0.003055000838921962
test:8,2,No Diabetes,Diabetes,180109,insulin,0,0.06795414823987105,0.14251548729841734,age,0,0.06005177104633669,0.1394845447166979,0.0030309425817194313
test:9,1,Diabetes,No Diabetes,180101,bmi,0,0.18075607743198244,0.3509645902225842,blood_pressure,0,0.10412770245261324,0.33702449136920565,0.013940098853378546
test:11,2,No Diabetes,Diabetes,180109,insulin,0,0.27319904140376267,0.3101177982260914,age,0,0.40229742700545784,0.3438457197616559,-0.033727921535564476
test:12,1,No Diabetes,Diabetes,180104,bmi,0,0.6558068750939601,0.45883041015479586,blood_pressure,0,-0.5086451897524119,0.31954809904758485,0.139282311107211
test:13,1,Diabetes,No Diabetes,180101,bmi,1,1.1226384928150959,0.5108206987379179,age,1,1.0611564089206202,0.5053959818131546,0.005424716924763318
test:14,1,Diabetes,No Diabetes,180100,bmi,0,0.14643316285260594,0.35092488971550684,age,0,0.6352277591142185,0.4362926724982645,-0.08536778278275764
test:15,2,No Diabetes,Diabetes,180109,blood_pressure,0,-0.016499113468297123,0.10818190877152745,blood_pressure,0,0.041377391646466276,0.13049089208550924,-0.02230898331398179
test:16,2,No Diabetes,Diabetes,180110,insulin,1,4.897142390759041,0.5045762180389546,age,1,122.2146628388764,0.6423362738770817,-0.13776005583812712
test:17,1,No Diabetes,Diabetes,180103,bmi,0,0.13853478936737354,0.22765035335588335,bmi,0,0.303099791097237,0.2796770858552762,-0.052026732499392825
test:18,1,No Diabetes,Diabetes,180104,bmi,0,0.029837736375921745,0.06400789126527584,age,0,0.026733928435456723,0.06261303617782288,0.001394855087452962
test:19,2,No Diabetes,Diabetes,180110,insulin,0,0.04106862214658654,0.28585184622541115,age,1,1.105578259795429,0.5235776927693581,-0.2377258465439469
test:20,1,No Diabetes,Diabetes,180103,bmi,0,0.130710382942458,0.35192543678733557,age,0,0.8992392244098606,0.48283643616383887,-0.1309109993765033
test:21,1,No Diabetes,Diabetes,180103,bmi,0,0.23770510224013328,0.31275770232018263,bmi,0,0.44057491950336947,0.3625885628255865,-0.04983086050540386
test:22,1,Diabetes,No Diabetes,180102,bmi,0,0.09410127590707501,0.35427428953041784,age,0,0.6204998242529391,0.43895241127594425,-0.08467812174552641
test:23,1,No Diabetes,Diabetes,180104,bmi,0,0.25585851917635705,0.3523631825893646,age,1,1.2133600787900092,0.5423303952363658,-0.18996721264700123
test:24,1,Diabetes,No Diabetes,180100,bmi,0,0.8409854906780386,0.48972575436976523,blood_pressure,0,0.2128121563437568,0.4491382182836941,0.04058753608607113
test:25,2,Diabetes,No Diabetes,180107,insulin,0,0.32898373604361714,0.4597314332724603,insulin,0,0.31431929942407216,0.4588514011834403,0.0008800320890199886
test:26,1,No Diabetes,Diabetes,180105,bmi,1,1.7725993579854684,0.5220132322300235,bmi,1,3.286646997862924,0.5651521268711556,-0.043138894641132075
test:27,2,No Diabetes,Diabetes,180111,insulin,0,0.4773234348333154,0.4280551542806663,age,0,0.694478500011805,0.45794589111991213,-0.029890736839245813
